baseFare,reservationCharge,superfastCharge,fuelAmount,totalConcession,tatkalFare,serviceTax,otherCharge,cateringCharge,dynamicFare,totalFare,availability,trainNumber,timeStamp,fromStnCode,toStnCode,classCode,distance,duration
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3249,2023-10-30 06:53:58.463655,FUT,GZH,3A,15,20.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3249,2023-10-30 06:53:58.463655,FUT,GZH,SL,15,20.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3249,2023-10-30 06:53:58.463655,FUT,RJPB,3A,20,29.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3249,2023-10-30 06:53:58.463655,FUT,RJPB,SL,20,29.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3249,2023-10-30 06:53:58.463655,FUT,PNBE,3A,22,69.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3249,2023-10-30 06:53:58.463655,FUT,PNBE,SL,22,69.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3249,2023-10-30 06:53:58.463655,PNC,GZH,3A,3,8.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3249,2023-10-30 06:53:58.463655,PNC,GZH,SL,3,8.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3249,2023-10-30 06:53:58.463655,PNC,RJPB,3A,8,17.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3249,2023-10-30 06:53:58.463655,PNC,RJPB,SL,8,17.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3249,2023-10-30 06:53:58.463655,PNC,PNBE,3A,10,57.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3249,2023-10-30 06:53:58.463655,PNC,PNBE,SL,10,57.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3249,2023-10-30 06:53:58.463655,GZH,RJPB,3A,5,9.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3249,2023-10-30 06:53:58.463655,GZH,RJPB,SL,5,9.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3249,2023-10-30 06:53:58.463655,GZH,PNBE,3A,7,49.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3249,2023-10-30 06:53:58.463655,GZH,PNBE,SL,7,49.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3249,2023-10-30 06:53:58.463655,RJPB,PNBE,3A,2,40.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3249,2023-10-30 06:53:58.463655,RJPB,PNBE,SL,2,40.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,RJPB,3A,3,8.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,RJPB,SL,3,8.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,GZH,3A,7,16.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,GZH,SL,7,16.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,PNC,3A,10,23.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,PNC,SL,10,23.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,FUT,3A,22,35.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,FUT,SL,22,35.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,KOO,3A,31,45.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,KOO,SL,31,45.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,KWO,3A,37,54.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,KWO,SL,37,54.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,BKP,3A,46,78.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,BKP,SL,46,78.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,HRT,3A,56,92.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,HRT,SL,56,92.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,BEHS,3A,75,113.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,BEHS,SL,75,113.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,NLD,3A,88,127.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0384'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,NLD,SL,88,127.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,PNBE,RGD,3A,99,180.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0384'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,PNBE,RGD,SL,99,180.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,RJPB,GZH,3A,4,8.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,RJPB,GZH,SL,4,8.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,RJPB,PNC,3A,7,15.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,RJPB,PNC,SL,7,15.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,RJPB,FUT,3A,19,27.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,RJPB,FUT,SL,19,27.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,RJPB,KOO,3A,28,37.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,RJPB,KOO,SL,28,37.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,RJPB,KWO,3A,34,46.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,RJPB,KWO,SL,34,46.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,RJPB,BKP,3A,43,70.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,RJPB,BKP,SL,43,70.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,RJPB,HRT,3A,53,84.0
215,20,0,0.0,0,0,0.0,0,0,0,235,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0387'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0385'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0386'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0387'}]",3250,2023-10-30 06:55:42.547924,RJPB,HRT,SL,53,84.0
693,40,0,0.0,0,0,37.0,0,0,0,770,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '5-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0047'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0043'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0047'}]",3250,2023-10-30 06:55:42.547924,RJPB,BEHS,3A,72,105.0
